subject_id,trial_no,filename,gender,age,experience,favorite_team,favorite_color,sim_psucc,impaired_vision,response_time,response_side,scene_id,red_count,blue_count,expected_side
48,42,id21_v2_r6_b5.jpg,m,32,last-month,red,blue,0.7102856729456707,False,666.752394101077,red,21,6,5,red
49,34,id21_v1_r6_b5.jpg,m,22,more,neither,red,0.7546234260855373,False,738.9485768342264,red,21,6,5,red
49,77,id21_v2_r6_b5.jpg,m,22,more,neither,red,0.7546234260855373,False,662.3244794515597,red,21,6,5,red
0,5,id15_v1_r6_b5.jpg,f,33,more,blue,neither,0.5162027345038966,False,915.3450479051052,red,15,6,5,red
0,55,id15_v2_r6_b5.jpg,f,33,more,blue,neither,0.5665639768945208,False,658.7745515401457,red,15,6,5,red
1,23,id15_v1_r5_b6.jpg,f,27,more,neither,neither,0.5348292030196309,False,679.2828476249986,blue,15,5,6,blue
1,71,id15_v2_r5_b6.jpg,f,27,more,neither,neither,0.5348292030196309,False,1134.9332972289826,blue,15,5,6,blue
2,2,id15_v1_r5_b6.jpg,f,35,more,blue,blue,0.5060227362740126,False,1330.864354603846,blue,15,5,6,blue
2,57,id15_v2_r5_b6.jpg,f,35,more,blue,blue,0.5992374508508044,False,1139.5537351420376,blue,15,5,6,blue
3,9,id15_v1_r6_b5.jpg,m,32,last-month,neither,neither,0.5887630372439355,False,818.1708752963785,red,15,6,5,red
3,60,id15_v2_r6_b5.jpg,m,32,last-month,neither,neither,0.5887630372439355,False,885.990147962231,red,15,6,5,red
4,10,id15_v1_r6_b5.jpg,m,21,last-year,blue,neither,0.6285671950801541,False,1020.5197437088964,red,15,6,5,red
4,60,id15_v2_r6_b5.jpg,m,21,last-year,blue,neither,0.6285671950801541,False,619.2884552886406,blue,15,6,5,red
5,2,id15_v1_r5_b6.jpg,f,37,more,neither,blue,0.5105733088332713,False,950.484682059797,red,15,5,6,blue
5,49,id15_v2_r5_b6.jpg,f,37,more,neither,blue,0.6046262867762424,False,755.4872905245894,red,15,5,6,blue
6,17,id15_v1_r5_b6.jpg,f,33,more,neither,neither,0.5891038771061735,False,1251.021145698087,blue,15,5,6,blue
6,77,id15_v2_r5_b6.jpg,f,33,more,neither,neither,0.5891038771061735,False,346.9492954172745,blue,15,5,6,blue
7,35,id15_v1_r5_b6.jpg,m,34,last-year,neither,neither,0.5471760976452235,False,1193.6850981458824,blue,15,5,6,blue
7,60,id15_v2_r5_b6.jpg,m,34,last-year,neither,neither,0.5471760976452235,False,1068.9578304377224,red,15,5,6,blue
8,5,id15_v1_r6_b5.jpg,f,22,more,neither,blue,0.5196856013824861,False,844.1171305740892,blue,15,6,5,red
8,69,id15_v2_r6_b5.jpg,f,22,more,neither,blue,0.5703866356637043,False,886.2491449947901,blue,15,6,5,red
9,4,id15_v1_r6_b5.jpg,m,28,last-year,neither,neither,0.5576808589347766,False,869.5025334238952,blue,15,6,5,red
9,49,id15_v2_r6_b5.jpg,m,28,last-year,neither,neither,0.6273909663016236,False,652.3517666058364,red,15,6,5,red
10,8,id15_v1_r5_b6.jpg,f,26,more,neither,neither,0.5524092647517531,False,842.7088362855815,red,15,5,6,blue
10,53,id15_v2_r5_b6.jpg,f,26,more,neither,neither,0.5649640207688384,False,930.2070973783942,red,15,5,6,blue
11,1,id15_v1_r6_b5.jpg,f,36,more,red,both,0.3847860264390816,False,910.983819635586,blue,15,6,5,red
11,47,id15_v2_r6_b5.jpg,f,36,more,red,both,0.4679830051286128,False,637.3014904982525,red,15,6,5,red
12,34,id15_v1_r6_b5.jpg,f,31,more,neither,neither,0.539623806126408,False,948.07153999536,red,15,6,5,red
12,52,id15_v2_r6_b5.jpg,f,31,more,neither,neither,0.539623806126408,False,1045.4008864436412,blue,15,6,5,red
13,12,id15_v1_r5_b6.jpg,f,34,more,blue,neither,0.5456753523059776,False,1294.94886616824,red,15,5,6,blue
13,56,id15_v2_r5_b6.jpg,f,34,more,blue,neither,0.5456753523059776,False,988.9162024749056,blue,15,5,6,blue
14,8,id15_v1_r5_b6.jpg,m,27,last-year,neither,both,0.5535454042787681,False,1229.500140223373,red,15,5,6,blue
14,70,id15_v2_r5_b6.jpg,m,27,last-year,neither,both,0.5661259816487401,False,1188.2203437230355,blue,15,5,6,blue
15,19,id15_v1_r5_b6.jpg,m,24,last-month,blue,neither,0.6269829475886626,False,1084.287962536435,red,15,5,6,blue
15,52,id15_v2_r5_b6.jpg,m,24,last-month,blue,neither,0.6269829475886626,False,1153.9290121302397,red,15,5,6,blue
16,10,id15_v1_r5_b6.jpg,f,29,more,neither,neither,0.5032006177020673,False,963.599672399394,red,15,5,6,blue
16,54,id15_v2_r5_b6.jpg,f,29,more,neither,neither,0.5032006177020673,False,612.1641244538565,red,15,5,6,blue
17,38,id15_v1_r5_b6.jpg,m,21,never,neither,blue,0.5687095191774739,False,1186.7979761479276,blue,15,5,6,blue
17,51,id15_v2_r5_b6.jpg,m,21,never,neither,blue,0.5687095191774739,False,913.7236157301054,blue,15,5,6,blue
18,27,id15_v1_r5_b6.jpg,f,34,more,both,neither,0.6835230942358341,False,1018.0106014513784,blue,15,5,6,blue
18,69,id15_v2_r5_b6.jpg,f,34,more,both,neither,0.6835230942358341,False,761.3962368290523,blue,15,5,6,blue
19,20,id15_v1_r5_b6.jpg,f,31,more,neither,neither,0.6007483060984901,False,892.7836213374557,blue,15,5,6,blue
19,74,id15_v2_r5_b6.jpg,f,31,more,neither,neither,0.6007483060984901,False,1162.222120412761,blue,15,5,6,blue
20,10,id15_v1_r5_b6.jpg,m,33,last-month,neither,both,0.4921711500327625,False,1537.843021899417,red,15,5,6,blue
20,67,id15_v2_r5_b6.jpg,m,33,last-month,neither,both,0.4921711500327625,False,1126.5274736027352,red,15,5,6,blue
21,24,id15_v1_r5_b6.jpg,f,26,more,neither,neither,0.5969475600957669,False,663.4924860252058,red,15,5,6,blue
21,56,id15_v2_r5_b6.jpg,f,26,more,neither,neither,0.5969475600957669,False,745.9106227950712,blue,15,5,6,blue
22,8,id15_v1_r6_b5.jpg,f,37,more,neither,blue,0.5365684714715296,False,1113.5476701054718,blue,15,6,5,red
22,41,id15_v2_r6_b5.jpg,f,37,more,neither,blue,0.548763209459519,False,1003.9830280880866,red,15,6,5,red
23,6,id15_v1_r5_b6.jpg,m,36,last-year,neither,neither,0.4647167270527698,False,1146.8375273821405,red,15,5,6,blue
23,63,id15_v2_r5_b6.jpg,m,36,last-year,neither,neither,0.4979107789851105,False,811.961831946501,blue,15,5,6,blue
24,36,id15_v1_r5_b6.jpg,m,34,last-year,neither,neither,0.5220889094801169,False,886.9223314270436,blue,15,5,6,blue
24,56,id15_v2_r5_b6.jpg,m,34,last-year,neither,neither,0.5220889094801169,False,1128.3195685553162,blue,15,5,6,blue
25,31,id15_v1_r5_b6.jpg,m,23,last-month,blue,neither,0.5683702801209546,False,951.7801882160916,blue,15,5,6,blue
25,69,id15_v2_r5_b6.jpg,m,23,last-month,blue,neither,0.5683702801209546,False,889.778672081825,blue,15,5,6,blue
26,27,id15_v1_r5_b6.jpg,f,28,more,blue,blue,0.5805389380166773,False,836.293911690961,blue,15,5,6,blue
26,54,id15_v2_r5_b6.jpg,f,28,more,blue,blue,0.5805389380166773,False,1174.5310873278963,blue,15,5,6,blue
27,24,id15_v1_r5_b6.jpg,m,20,more,blue,neither,0.5203955587128757,False,964.7440746839166,blue,15,5,6,blue
27,50,id15_v2_r5_b6.jpg,m,20,more,blue,neither,0.5203955587128757,False,887.4526845453172,red,15,5,6,blue
28,19,id15_v1_r5_b6.jpg,f,22,more,neither,blue,0.6448864581740528,False,904.5375417378988,blue,15,5,6,blue
28,76,id15_v2_r5_b6.jpg,f,22,more,neither,blue,0.6448864581740528,False,1206.567194093195,red,15,5,6,blue
29,15,id15_v1_r5_b6.jpg,m,32,last-month,red,red,0.382990205765323,False,1467.9595287369702,blue,15,5,6,blue
29,71,id15_v2_r5_b6.jpg,m,32,last-month,red,red,0.382990205765323,False,920.2871176004176,blue,15,5,6,blue
30,9,id15_v1_r6_b5.jpg,f,33,more,neither,red,0.4019819932818839,False,814.5138091654769,red,15,6,5,red
30,57,id15_v2_r6_b5.jpg,f,33,more,neither,red,0.4019819932818839,False,804.2816919346218,blue,15,6,5,red
31,29,id15_v1_r6_b5.jpg,f,37,more,neither,neither,0.4629901581822266,False,849.8616053349248,blue,15,6,5,red
31,74,id15_v2_r6_b5.jpg,f,37,more,neither,neither,0.4629901581822266,False,977.549241353701,blue,15,6,5,red
32,6,id15_v1_r5_b6.jpg,m,25,last-month,red,red,0.5447194654615375,False,1508.5311290653174,red,15,5,6,blue
32,71,id15_v2_r5_b6.jpg,m,25,last-month,red,red,0.5836279987087901,False,847.3401586632231,red,15,5,6,blue
33,29,id15_v1_r5_b6.jpg,f,26,more,neither,neither,0.5877864309487264,False,1222.3234994192171,blue,15,5,6,blue
33,77,id15_v2_r5_b6.jpg,f,26,more,neither,neither,0.5877864309487264,False,798.4452118639566,red,15,5,6,blue
34,13,id15_v1_r5_b6.jpg,f,28,more,neither,neither,0.5801661140550343,False,825.2379315176743,blue,15,5,6,blue
34,65,id15_v2_r5_b6.jpg,f,28,more,neither,neither,0.5801661140550343,False,758.6395658491894,blue,15,5,6,blue
35,34,id15_v1_r6_b5.jpg,f,23,more,red,blue,0.5710725034091588,False,922.4409852159476,blue,15,6,5,red
35,57,id15_v2_r6_b5.jpg,f,23,more,red,blue,0.5710725034091588,False,794.6960683047042,red,15,6,5,red
36,25,id15_v1_r6_b5.jpg,m,22,last-year,red,blue,0.5780151747186266,False,855.9086404716695,blue,15,6,5,red
36,76,id15_v2_r6_b5.jpg,m,22,last-year,red,blue,0.5780151747186266,False,794.2892876102592,blue,15,6,5,red
37,6,id15_v1_r6_b5.jpg,f,28,more,red,blue,0.5417725176675199,False,832.3642908975366,red,15,6,5,red
37,66,id15_v2_r6_b5.jpg,f,28,more,red,blue,0.5804705546437713,False,470.8988710107177,red,15,6,5,red
38,16,id15_v1_r5_b6.jpg,m,24,last-year,blue,neither,0.5441400745463115,False,1549.7306581746757,blue,15,5,6,blue
38,44,id15_v2_r5_b6.jpg,m,24,last-year,blue,neither,0.5441400745463115,False,1191.1139569909049,red,15,5,6,blue
39,19,id15_v1_r5_b6.jpg,m,32,last-year,blue,neither,0.6366527886388109,False,1214.660870697515,blue,15,5,6,blue
39,60,id15_v2_r5_b6.jpg,m,32,last-year,blue,neither,0.6366527886388109,False,896.2562707514942,red,15,5,6,blue
40,9,id15_v1_r6_b5.jpg,m,27,last-month,neither,red,0.5568498770543392,False,866.0793303859916,blue,15,6,5,red
40,56,id15_v2_r6_b5.jpg,m,27,last-month,neither,red,0.5568498770543392,False,807.9023435726824,red,15,6,5,red
41,37,id15_v1_r6_b5.jpg,f,34,more,both,neither,0.5696781737590335,False,797.6422035691182,red,15,6,5,red
41,57,id15_v2_r6_b5.jpg,f,34,more,both,neither,0.5696781737590335,False,975.8901570109132,blue,15,6,5,red
42,28,id15_v1_r5_b6.jpg,m,32,last-month,red,blue,0.5826910025496396,False,678.4814337840093,red,15,5,6,blue
42,45,id15_v2_r5_b6.jpg,m,32,last-month,red,blue,0.5826910025496396,False,613.2366532983392,blue,15,5,6,blue
43,5,id15_v1_r5_b6.jpg,m,25,last-year,neither,neither,0.499457276922326,False,1035.6878462445857,red,15,5,6,blue
43,73,id15_v2_r5_b6.jpg,m,25,last-year,neither,neither,0.5481848161342603,False,1105.443153964153,blue,15,5,6,blue
44,2,id15_v1_r6_b5.jpg,f,34,more,neither,neither,0.4803480841169446,False,1111.2259966754052,red,15,6,5,red
44,42,id15_v2_r6_b5.jpg,f,34,more,neither,neither,0.568833257506908,False,837.6512076341744,red,15,6,5,red
45,3,id15_v1_r6_b5.jpg,m,34,last-month,neither,neither,0.5270829004591605,False,1162.3547137728551,blue,15,6,5,red
45,74,id15_v2_r6_b5.jpg,m,34,last-month,neither,neither,0.6081725774528774,False,686.1777391634829,red,15,6,5,red
46,1,id15_v1_r5_b6.jpg,m,26,last-month,neither,neither,0.4890892550170465,False,898.2004035109392,blue,15,5,6,blue
46,59,id15_v2_r5_b6.jpg,m,26,last-month,neither,neither,0.5948382831288404,False,1042.1372465230247,blue,15,5,6,blue
47,6,id15_v1_r5_b6.jpg,m,25,last-year,neither,neither,0.4734568443111685,False,1541.8989920719523,red,15,5,6,blue
47,53,id15_v2_r5_b6.jpg,m,25,last-year,neither,neither,0.5072751903333949,False,1597.1823455614158,red,15,5,6,blue
48,2,id15_v1_r6_b5.jpg,m,32,last-month,red,blue,0.494375246159478,False,1097.9742820636736,red,15,6,5,red
48,40,id15_v2_r6_b5.jpg,m,32,last-month,red,blue,0.5854443704520135,False,892.5598931916753,red,15,6,5,red
49,27,id15_v1_r5_b6.jpg,m,22,more,neither,red,0.5283104346017993,False,1329.765679838418,blue,15,5,6,blue
49,51,id15_v2_r5_b6.jpg,m,22,more,neither,red,0.5283104346017993,False,1079.3825299993116,blue,15,5,6,blue
0,6,id0_v1_r5_b6.jpg,f,33,more,blue,neither,0.667717186986987,False,1169.71549114316,blue,0,5,6,blue
0,75,id0_v2_r5_b6.jpg,f,33,more,blue,neither,0.7154112717717718,False,1150.8213420493062,blue,0,5,6,blue
1,2,id0_v1_r6_b5.jpg,f,27,more,neither,neither,0.5698881301504232,False,1088.2094373944185,blue,0,6,5,red
1,65,id0_v2_r6_b5.jpg,f,27,more,neither,neither,0.6748675225465538,False,601.5037092739169,red,0,6,5,red
2,7,id0_v1_r6_b5.jpg,f,35,more,blue,blue,0.8486103060441952,False,1089.6941573783563,red,0,6,5,red
2,65,id0_v2_r6_b5.jpg,f,35,more,blue,blue,0.8880805528369485,False,1119.8941452118372,red,0,6,5,red
3,32,id0_v1_r5_b6.jpg,m,32,last-month,neither,neither,0.7775451411793046,False,804.586559863834,blue,0,5,6,blue
3,48,id0_v2_r5_b6.jpg,m,32,last-month,neither,neither,0.7775451411793046,False,893.2120512387826,blue,0,5,6,blue
4,21,id0_v1_r5_b6.jpg,m,21,last-year,blue,neither,0.677508648473507,False,988.9630761988489,blue,0,5,6,blue
4,47,id0_v2_r5_b6.jpg,m,21,last-year,blue,neither,0.677508648473507,False,887.7042622103071,blue,0,5,6,blue
5,12,id0_v1_r6_b5.jpg,f,37,more,neither,blue,0.7144332159959302,False,761.3153207987626,red,0,6,5,red
5,45,id0_v2_r6_b5.jpg,f,37,more,neither,blue,0.7144332159959302,False,717.811944312482,blue,0,6,5,red
6,10,id0_v1_r6_b5.jpg,f,33,more,neither,neither,0.7365728723914002,False,985.3852834015356,blue,0,6,5,red
6,40,id0_v2_r6_b5.jpg,f,33,more,neither,neither,0.7365728723914002,False,525.2166683834548,blue,0,6,5,red
7,38,id0_v1_r5_b6.jpg,m,34,last-year,neither,neither,0.7390103383587204,False,1219.6491543002498,blue,0,5,6,blue
7,70,id0_v2_r5_b6.jpg,m,34,last-year,neither,neither,0.7390103383587204,False,1035.3089956889023,blue,0,5,6,blue
8,19,id0_v1_r5_b6.jpg,f,22,more,neither,blue,0.7745646601063975,False,1141.6445419549138,blue,0,5,6,blue
8,60,id0_v2_r5_b6.jpg,f,22,more,neither,blue,0.7745646601063975,False,771.4174240450885,blue,0,5,6,blue
9,5,id0_v1_r5_b6.jpg,m,28,last-year,neither,neither,0.6784542980515756,False,1019.2687535879734,blue,0,5,6,blue
9,43,id0_v2_r5_b6.jpg,m,28,last-year,neither,neither,0.7446449612761197,False,804.7928756210122,blue,0,5,6,blue
10,5,id0_v1_r6_b5.jpg,f,26,more,neither,neither,0.6995138234520962,False,920.7237988539152,red,0,6,5,red
10,60,id0_v2_r6_b5.jpg,f,26,more,neither,neither,0.7677590745205934,False,869.8595204606997,red,0,6,5,red
11,37,id0_v1_r5_b6.jpg,f,36,more,red,both,0.6640942272747716,False,887.5519534308658,blue,0,5,6,blue
11,78,id0_v2_r5_b6.jpg,f,36,more,red,both,0.6640942272747716,False,969.9257669710132,blue,0,5,6,blue
12,0,id0_v1_r6_b5.jpg,f,31,more,neither,neither,0.585166437471924,False,1204.529592118714,red,0,6,5,red
12,69,id0_v2_r6_b5.jpg,f,31,more,neither,neither,0.731458046839905,False,812.5223299997224,red,0,6,5,red
13,13,id0_v1_r5_b6.jpg,f,34,more,blue,neither,0.7375095930194746,False,1128.0801376250863,blue,0,5,6,blue
13,65,id0_v2_r5_b6.jpg,f,34,more,blue,neither,0.7375095930194746,False,900.6505598887207,blue,0,5,6,blue
14,2,id0_v1_r5_b6.jpg,m,27,last-year,neither,both,0.6400552988836669,False,1122.3280276573284,blue,0,5,6,blue
14,72,id0_v2_r5_b6.jpg,m,27,last-year,neither,both,0.757960222362237,False,944.472963813438,red,0,5,6,blue
15,17,id0_v1_r6_b5.jpg,m,24,last-month,blue,neither,0.7880069420603413,False,914.2454046670103,red,0,6,5,red
15,48,id0_v2_r6_b5.jpg,m,24,last-month,blue,neither,0.7880069420603413,False,1062.658989122163,red,0,6,5,red
16,23,id0_v1_r5_b6.jpg,f,29,more,neither,neither,0.6950348584155642,False,768.1158713343783,red,0,5,6,blue
16,50,id0_v2_r5_b6.jpg,f,29,more,neither,neither,0.6950348584155642,False,788.600939199308,blue,0,5,6,blue
17,24,id0_v1_r5_b6.jpg,m,21,never,neither,blue,0.7605437598909709,False,1119.066797920398,red,0,5,6,blue
17,47,id0_v2_r5_b6.jpg,m,21,never,neither,blue,0.7605437598909709,False,1013.3351429430292,red,0,5,6,blue
18,3,id0_v1_r5_b6.jpg,f,34,more,both,neither,0.7586430236227536,False,999.2842902817972,blue,0,5,6,blue
18,41,id0_v2_r5_b6.jpg,f,34,more,both,neither,0.8753573349493311,False,989.3778876859216,blue,0,5,6,blue
19,30,id0_v1_r5_b6.jpg,f,31,more,neither,neither,0.792582546811987,False,1262.4181914092314,blue,0,5,6,blue
19,64,id0_v2_r5_b6.jpg,f,31,more,neither,neither,0.792582546811987,False,982.5368286117704,red,0,5,6,blue
20,16,id0_v1_r6_b5.jpg,m,33,last-month,neither,both,0.8657205233927924,False,1196.7402686062694,red,0,6,5,red
20,58,id0_v2_r6_b5.jpg,m,33,last-month,neither,both,0.8657205233927924,False,1087.8031309685769,red,0,6,5,red
21,3,id0_v1_r6_b5.jpg,f,26,more,neither,neither,0.6683576376062342,False,890.6783287782042,red,0,6,5,red
21,45,id0_v2_r6_b5.jpg,f,26,more,neither,neither,0.7711818895456548,False,846.9922913276461,red,0,6,5,red
22,21,id0_v1_r6_b5.jpg,f,37,more,neither,blue,0.7405974501730159,False,908.8400701891412,blue,0,6,5,red
22,76,id0_v2_r6_b5.jpg,f,37,more,neither,blue,0.7405974501730159,False,858.0081951168644,red,0,6,5,red
23,38,id0_v1_r5_b6.jpg,m,36,last-year,neither,neither,0.6897450196986075,False,990.7959333816912,red,0,5,6,blue
23,46,id0_v2_r5_b6.jpg,m,36,last-year,neither,neither,0.6897450196986075,False,949.5020699266436,red,0,5,6,blue
24,37,id0_v1_r5_b6.jpg,m,34,last-year,neither,neither,0.7139231501936139,False,850.8820332281605,blue,0,5,6,blue
24,62,id0_v2_r5_b6.jpg,m,34,last-year,neither,neither,0.7139231501936139,False,1000.764169142526,blue,0,5,6,blue
25,27,id0_v1_r6_b5.jpg,m,23,last-month,blue,neither,0.8343987571665985,False,563.4423047316249,red,0,6,5,red
25,79,id0_v2_r6_b5.jpg,m,23,last-month,blue,neither,0.8343987571665985,False,668.2140659669377,blue,0,6,5,red
26,32,id0_v1_r6_b5.jpg,f,28,more,blue,blue,0.8105492665797787,False,1160.4513409552426,blue,0,6,5,red
26,73,id0_v2_r6_b5.jpg,f,28,more,blue,blue,0.8105492665797787,False,615.9123460945202,red,0,6,5,red
27,6,id0_v1_r5_b6.jpg,m,20,more,blue,neither,0.6647478127979478,False,839.4500467794876,blue,0,5,6,blue
27,42,id0_v2_r5_b6.jpg,m,20,more,blue,neither,0.7122297994263727,False,912.6998583473448,blue,0,5,6,blue
28,12,id0_v1_r6_b5.jpg,f,22,more,neither,blue,0.816724714104988,False,1215.344378771597,blue,0,6,5,red
28,73,id0_v2_r6_b5.jpg,f,22,more,neither,blue,0.816724714104988,False,699.7615656010319,red,0,6,5,red
29,38,id0_v1_r6_b5.jpg,m,32,last-month,red,red,0.6733464486012507,False,1192.3511451485465,red,0,6,5,red
29,74,id0_v2_r6_b5.jpg,m,32,last-month,red,red,0.6733464486012507,False,711.3468789791542,red,0,6,5,red
30,37,id0_v1_r6_b5.jpg,f,33,more,neither,red,0.5938162339953809,False,880.3052736287517,red,0,6,5,red
30,46,id0_v2_r6_b5.jpg,f,33,more,neither,red,0.5938162339953809,False,1068.4153169912788,blue,0,6,5,red
31,36,id0_v1_r5_b6.jpg,f,37,more,neither,neither,0.7042961643257131,False,1251.6380701382516,blue,0,5,6,blue
31,68,id0_v2_r5_b6.jpg,f,37,more,neither,neither,0.7042961643257131,False,819.1180795007357,blue,0,5,6,blue
32,9,id0_v1_r5_b6.jpg,m,25,last-month,red,red,0.7754622394222871,False,1351.4987473469916,red,0,5,6,blue
32,68,id0_v2_r5_b6.jpg,m,25,last-month,red,red,0.7754622394222871,False,1207.7488548003428,blue,0,5,6,blue
33,31,id0_v1_r6_b5.jpg,f,26,more,neither,neither,0.7493954881439604,False,1107.02678900294,red,0,6,5,red
33,50,id0_v2_r6_b5.jpg,f,26,more,neither,neither,0.7493954881439604,False,1215.2405171438998,red,0,6,5,red
34,26,id0_v1_r6_b5.jpg,f,28,more,neither,neither,0.7171309225033128,False,988.723181454669,blue,0,6,5,red
34,47,id0_v2_r6_b5.jpg,f,28,more,neither,neither,0.7171309225033128,False,919.1088914714552,red,0,6,5,red
35,9,id0_v1_r6_b5.jpg,f,23,more,red,blue,0.7629067441226558,False,845.8178790312005,red,0,6,5,red
35,45,id0_v2_r6_b5.jpg,f,23,more,red,blue,0.7629067441226558,False,860.0466797506531,red,0,6,5,red
36,16,id0_v1_r5_b6.jpg,m,22,last-year,red,blue,0.7232446832041567,False,1098.4239822050251,blue,0,5,6,blue
36,61,id0_v2_r5_b6.jpg,m,22,last-year,red,blue,0.7232446832041567,False,873.753335881949,blue,0,5,6,blue
37,28,id0_v1_r6_b5.jpg,f,28,more,red,blue,0.7723047953572683,False,923.6862535699646,red,0,6,5,red
37,63,id0_v2_r6_b5.jpg,f,28,more,red,blue,0.7723047953572683,False,757.2091247618374,red,0,6,5,red
38,38,id0_v1_r6_b5.jpg,m,24,last-year,blue,neither,0.6975821479120172,False,1017.1179128964768,red,0,6,5,red
38,59,id0_v2_r6_b5.jpg,m,24,last-year,blue,neither,0.6975821479120172,False,1080.9018606950312,blue,0,6,5,red
39,21,id0_v1_r6_b5.jpg,m,32,last-year,blue,neither,0.6357130795293754,False,1315.8849490638445,blue,0,6,5,red
39,48,id0_v2_r6_b5.jpg,m,32,last-year,blue,neither,0.6357130795293754,False,1067.0512461458495,blue,0,6,5,red
40,29,id0_v1_r5_b6.jpg,m,27,last-month,neither,red,0.6968123091276628,False,1051.5164047325904,blue,0,5,6,blue
40,52,id0_v2_r5_b6.jpg,m,27,last-month,neither,red,0.6968123091276628,False,858.020115043741,blue,0,5,6,blue
41,20,id0_v1_r5_b6.jpg,f,34,more,both,neither,0.7621150081838794,False,1191.7970479813312,blue,0,5,6,blue
41,67,id0_v2_r5_b6.jpg,f,34,more,both,neither,0.7621150081838794,False,1012.952643582338,blue,0,5,6,blue
42,31,id0_v1_r5_b6.jpg,m,32,last-month,red,blue,0.7745252432631365,False,509.8172800232165,blue,0,5,6,blue
42,78,id0_v2_r5_b6.jpg,m,32,last-month,red,blue,0.7745252432631365,False,563.9935610391184,blue,0,5,6,blue
43,31,id0_v1_r5_b6.jpg,m,25,last-year,neither,neither,0.7400190568477573,False,1064.7606251996528,blue,0,5,6,blue
43,56,id0_v2_r5_b6.jpg,m,25,last-year,neither,neither,0.7400190568477573,False,1126.1855636539285,red,0,5,6,blue
44,23,id0_v1_r5_b6.jpg,f,34,more,neither,neither,0.7593020791577624,False,990.6527596048668,red,0,5,6,blue
44,45,id0_v2_r5_b6.jpg,f,34,more,neither,neither,0.7593020791577624,False,1701.9590093836755,blue,0,5,6,blue
45,12,id0_v1_r5_b6.jpg,m,34,last-month,neither,neither,0.739303832961337,False,1124.552513534342,blue,0,5,6,blue
45,60,id0_v2_r5_b6.jpg,m,34,last-month,neither,neither,0.739303832961337,False,1146.1360665339496,blue,0,5,6,blue
46,27,id0_v1_r6_b5.jpg,m,26,last-month,neither,neither,0.6624556726219599,False,1037.4037192464214,red,0,6,5,red
46,70,id0_v2_r6_b5.jpg,m,26,last-month,neither,neither,0.6624556726219599,False,730.2850029792755,red,0,6,5,red
47,18,id0_v1_r5_b6.jpg,m,25,last-year,neither,neither,0.6991094310468918,False,1429.5758998225128,blue,0,5,6,blue
47,75,id0_v2_r5_b6.jpg,m,25,last-year,neither,neither,0.6991094310468918,False,970.9218289741268,red,0,5,6,blue
48,14,id0_v1_r5_b6.jpg,m,32,last-month,red,blue,0.6635213933131896,False,769.5359626195338,blue,0,5,6,blue
48,53,id0_v2_r5_b6.jpg,m,32,last-month,red,blue,0.6635213933131896,False,742.2235051243481,red,0,5,6,blue
49,14,id0_v1_r6_b5.jpg,m,22,more,neither,red,0.8216163643053771,False,938.8550255774148,red,0,6,5,red
49,79,id0_v2_r6_b5.jpg,m,22,more,neither,red,0.8216163643053771,False,561.4331287928907,red,0,6,5,red
0,7,id6_v1_r5_b6.jpg,f,33,more,blue,neither,0.6517903421752,False,956.4956985158972,blue,6,5,6,blue
0,79,id6_v2_r5_b6.jpg,f,33,more,blue,neither,0.6821061720438141,False,888.8406364440538,blue,6,5,6,blue
1,21,id6_v1_r5_b6.jpg,f,27,more,neither,neither,0.6933583440051702,False,1003.748468750675,blue,6,5,6,blue
1,62,id6_v2_r5_b6.jpg,f,27,more,neither,neither,0.6933583440051702,False,1145.6158106610071,red,6,5,6,blue
2,32,id6_v1_r6_b5.jpg,f,35,more,blue,blue,0.8547754531089908,False,1166.5039872785517,red,6,6,5,red
2,56,id6_v2_r6_b5.jpg,f,35,more,blue,blue,0.8547754531089908,False,1025.432874152138,red,6,6,5,red
3,16,id6_v1_r5_b6.jpg,m,32,last-month,neither,neither,0.7442400414513469,False,846.3549424014161,blue,6,5,6,blue
3,67,id6_v2_r5_b6.jpg,m,32,last-month,neither,neither,0.7442400414513469,False,885.6773254400853,blue,6,5,6,blue
4,37,id6_v1_r6_b5.jpg,m,21,last-year,blue,neither,0.7870963360656934,False,823.9814803070255,red,6,6,5,red
4,61,id6_v2_r6_b5.jpg,m,21,last-year,blue,neither,0.7870963360656934,False,899.9986821426312,red,6,6,5,red
5,22,id6_v1_r6_b5.jpg,f,37,more,neither,blue,0.6811281162679725,False,557.6073189191444,blue,6,6,5,red
5,59,id6_v2_r6_b5.jpg,f,37,more,neither,blue,0.6811281162679725,False,771.5002460866285,red,6,6,5,red
6,26,id6_v1_r5_b6.jpg,f,33,more,neither,neither,0.7476330180917128,False,1231.2531875840657,blue,6,5,6,blue
6,76,id6_v2_r5_b6.jpg,f,33,more,neither,neither,0.7476330180917128,False,625.7017195172834,blue,6,5,6,blue
7,29,id6_v1_r5_b6.jpg,m,34,last-year,neither,neither,0.7057052386307627,False,1458.786407449958,red,6,5,6,blue
7,43,id6_v2_r5_b6.jpg,m,34,last-year,neither,neither,0.7057052386307627,False,1163.8999569291168,blue,6,5,6,blue
8,27,id6_v1_r6_b5.jpg,f,22,more,neither,blue,0.7289157766492436,False,869.1889377111358,red,6,6,5,red
8,41,id6_v2_r6_b5.jpg,f,22,more,neither,blue,0.7289157766492436,False,951.23408755766,red,6,6,5,red
